__layer,CEP,COD_ID,PN_CON,lon,lat,DIST,PAC,RAMAL,UNI_TR_MT,CTMT,UNI_TR_AT,SUB,CONJ,MUN,CEG_GD,BRR,CLAS_SUB,CNAE,TIP_CC,FAS_CON,GRU_TEN,TEN_FORN,GRU_TAR,SIT_ATIV,DAT_CON,CAR_INST,LIV,ARE_LOC,TIP_SIST,ENE_01,ENE_02,ENE_03,ENE_04,ENE_05,ENE_06,ENE_07,ENE_08,ENE_09,ENE_10,ENE_11,ENE_12,DIC_01,DIC_02,DIC_03,DIC_04,DIC_05,DIC_06,DIC_07,DIC_08,DIC_09,DIC_10,DIC_11,DIC_12,FIC_01,FIC_02,FIC_03,FIC_04,FIC_05,FIC_06,FIC_07,FIC_08,FIC_09,FIC_10,FIC_11,FIC_12,SEMRED,DESCR
UCBT_tab,01310-200,cb742ca258e64d08c4d3613cecb76e064a42f05b76027629b391e5273f75fb20,1310750,,,390,33090569739342260L,12307295S1,14375157,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1682 BELA VISTA,PP1,8411-6/00,SP-Tipo06,ABCN,BT,10,B3,DS,01/04/1981,1031.9,0,UB,RD_INTERLIG,61.0,36.0,100.0,85.512,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.01,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,94c14263099d2bc90d7a2f966810d34e8822ba0ff0ac01a0a12b8aff8dc23802, ,,,390,33088242739344597L,12307182S1,14375010,AUG0201,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1728 BELA VISTA,CO9,6499-9/99,COM-Tipo03,ABCN,BT,10,B3,DS,01/04/1986,39.0,0,UB,RD_INTERLIG,1515.2,1424.8,1979.342,1400.0,1549.6,1033.6,682.75,691.98,1293.6,1393.6,417.72,1256.04,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,f7f98023b9c90ef530ef0f689be97b891a0c96928bcf47054db37ff30a9886fd, ,,,390,33088242739344597L,12307182S1,14375010,AUG0201,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1728 BELA VISTA,CO1,6422-1/00,COM-Tipo05,ABCN,BT,10,B3,DS,01/02/1986,4.5,0,UB,RD_INTERLIG,3568.8,3297.6,2081.955,5529.6,3252.8,2539.2,2001.22,1676.28,2828.0,3379.2,1517.48,2867.31,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,ee398297d83cefa66317b979d485347b3d9ae3384eae2ed0a6fa792fb75bbc01, ,,,390,33088242739344597L,12307182S1,14375010,AUG0201,DAUG-EQ-TR2,DAUG,16584,3550308, ,AV PAULISTA 1728 BELA VISTA,CO9,6421-2/00,COM-Tipo02,ABCN,BT,10,B3,AT,01/07/1986,39.0,0,UB,RD_INTERLIG,0.0,41.55,108.707,102.67,100.59,29.1,0.0,0.0,300.0,100.64,59.0,38.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,c353fb4fb23ae0e4a1293dd398fc9fd0bb481b1fef18647c4de1f11be65b74ce, ,,,390,33088242739344597L,12307182S1,14375010,AUG0201,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1728 BELA VISTA,CO1,6431-0/00,COM-Tipo01,ABCN,BT,10,B3,DS,01/01/1987,44.1,0,UB,RD_INTERLIG,17073.6,16943.2,20068.203,17316.0,20141.6,18082.4,15221.47,12116.06,18571.2,20610.4,10362.76,17145.79,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,1cb769682d4ad3bef515c2616b3c31a8f5d55984e169d915bbed4bfc738b2cf8, ,,,390,33088242739344597L,12307182S1,14375010,AUG0201,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1728 BELA VISTA,CO9,6421-2/00,COM-Tipo01,ABCN,BT,10,B3,DS,01/08/1984,380.0,0,UB,RD_INTERLIG,14132.0,13940.0,5865.835,0.0,39208.0,10620.0,8930.88,6975.96,12152.0,13636.0,6603.28,12791.25,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,d003645f9261944884305b7a1deddf96a3270c147d46ac9a5ce3c6d0681c44ce,10971552,,,390,33085305739347489L,12307074S1,14374950,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1754 BELA VISTA,RE1, ,RES-Tipo05,ABCN,BT,10,B1,DS,01/01/1985,39.0,0,UB,RD_INTERLIG,550.37,780.0,1080.0,740.0,760.0,320.0,240.0,400.0,620.0,700.0,460.0,796.15,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,9f1e6892f59a581615adc7c6d6a21994e7fb454199244ddfa48b5ba30379f4fc,10971552,,,390,33085305739347489L,12307074S1,14374950,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1754 BELA VISTA,RE1, ,RES-Tipo03,ABCN,BT,10,B1,DS,01/09/1983,7.5,0,UB,RD_INTERLIG,362.24,613.0,861.0,572.0,527.0,301.0,258.0,1287.0,100.0,100.0,352.0,667.99,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,6241095e4bff1389202a178c4b1ed0b29f1ed5d3795439004cacd0a737c6164c,10971552,,,390,33085305739347489L,12307074S1,14374950,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1754 BELA VISTA,CO1,6810-2/02,COM-Tipo02,ABN,BT,10,B3,DS,01/08/1984,0.8,0,UB,RD_INTERLIG,387.0,296.0,355.472,139.0,186.0,109.0,83.16,64.66,144.0,197.0,76.11,210.38,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,ef96fbe11565d5e4f9778252c36c60ac7a4ea1b969edab3d8d5b7e8835c941e6,10971552,,,390,33085305739347489L,12307074S1,14374950,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1754 BELA VISTA,CO1,4755-5/02,COM-Tipo02,ABCN,BT,10,B3,DS,01/05/1984,7.2,0,UB,RD_INTERLIG,719.0,746.0,716.38,526.0,559.0,238.0,181.44,132.37,399.0,609.0,264.32,257.24,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,4586a4e46fa01442dfe6233a4d6612621c3254e04e3908bf6de2a0d88c54ff2f,10971552,,,390,33085305739347489L,12307074S1,14374950,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1754 BELA VISTA,CO1,6810-2/02,COM-Tipo02,ABCN,BT,10,B3,DS,01/10/1984,4.5,0,UB,RD_INTERLIG,100.0,130.0,260.897,140.0,170.0,110.0,84.0,54.9,110.0,100.0,41.3,105.19,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,63fb67f09131ff8658a533503d967b023f92689637b05e1e14b829105d7ef59c,10971552,,,390,33085305739347489L,12307074S1,14374950,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1754 BELA VISTA,RE1, ,RES-Tipo01,ABCN,BT,10,B1,DS,01/09/1983,8.4,0,UB,RD_INTERLIG,71.54,126.0,325.0,65.0,81.0,59.0,64.0,73.0,137.0,145.0,77.0,368.94,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,4645d333dfb2b0b3e4c95e706808819eb6f368b4ce79cecf3c6ce703ed1e4fdd,10971552,,,390,33085305739347489L,12307074S1,14374950,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1754 BELA VISTA,RE1, ,RES-Tipo03,ABCN,BT,10,B1,DS,01/04/1984,5.6,0,UB,RD_INTERLIG,155.1,240.0,430.0,150.0,160.0,100.0,100.0,100.0,100.0,50.0,100.0,58.25,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,7a7e0add0e4d4abd593b6b5c2390a8dc3f14d77128829223d4bf2da17a16f8a2,10971552,,,390,33085305739347489L,12307074S1,14374950,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1754 BELA VISTA,CO9,6499-9/99,COM-Tipo02,ABCN,BT,10,B3,DS,01/11/1985,3.6,0,UB,RD_INTERLIG,880.0,589.0,1029.456,728.0,709.0,255.0,44.52,143.35,357.0,438.0,201.78,550.81,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,f2cccd8ce5f5164411fc0c67d0325b386e0a463eb9066591154f44e45e2a2e17,10971552,,,390,33085305739347489L,12307074S1,14374950,AUG0202,DAUG-EQ-TR2,DAUG,16584,3550308, ,AV PAULISTA 1754 BELA VISTA,CO1,7210-0/00,COM-Tipo01,ABC,BT,10,B3,AT,01/12/1985,3.6,0,UB,RD_INTERLIG,0.0,0.0,0.0,0.0,0.0,0.0,42.0,30.5,170.0,240.0,100.3,181.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,74820093d7b76d54f3ee7676be3b30095aff5e9cab946eae60aaad6d423996f9,10971552,,,390,33085305739347489L,12307074S1,14374950,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1754 BELA VISTA,CO9,6499-9/99,COM-Tipo02,ABCN,BT,10,B3,DS,01/11/1985,5.6,0,UB,RD_INTERLIG,100.0,76.0,108.707,100.0,91.8,100.0,84.0,60.51,88.8,106.4,54.16,87.02,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,ff115981cf79ed22d252a9389580a992bb60e97feb5a7daab2bcc7434d484989,10971552,,,390,33085305739347489L,12307074S1,14374950,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1754 BELA VISTA,RE1, ,RES-Tipo02,ABCN,BT,10,B1,DS,01/01/1980,3.1,0,UB,RD_INTERLIG,65.04,130.0,160.0,160.0,140.0,140.0,130.0,140.0,160.0,160.0,140.0,145.63,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,fa1a73d918a2bc4a79ff389f9a4b02157b1706856073c0ba578dc0b8a8d0a747,10971552,,,390,33085305739347489L,12307074S1,14374950,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1754 BELA VISTA,RE1, ,RES-Tipo04,ABCN,BT,10,B1,DS,01/01/1980,3.1,0,UB,RD_INTERLIG,240.16,470.0,0.0,50.0,1360.0,50.0,20.0,10.0,180.0,420.0,330.0,582.55,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,4967255f7d5cac17d34f17009154d7c4007a314831560beac53611b71fb6b6a3,10971552,,,390,33085305739347489L,12307074S1,14374950,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1754 BELA VISTA,RE1, ,RES-Tipo01,ABN,BT,10,B1,DS,01/08/1985,5.6,0,UB,RD_INTERLIG,25.01,70.0,0.0,50.0,50.0,60.0,60.0,60.0,60.0,130.0,50.0,97.09,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,8b2473afe748726f4af618f7f5ef745437317d634952b51fca754ddf4256ec42,10971552,,,390,33085305739347489L,12307074S1,14374950,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1754 BELA VISTA,RE1, ,RES-Tipo01,ABN,BT,10,B1,DS,01/01/1980,3.1,0,UB,RD_INTERLIG,5.0,50.0,50.0,10.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,48.54,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,dca31318d2039b1235befc60a1c5e3256f0b61ddecd2308767b469602d5174ba,10971552,,,390,33085305739347489L,12307074S1,14374950,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1754 BELA VISTA,CO9,9420-1/00,COM-Tipo02,ABCN,BT,10,B3,DS,01/09/1983,3.6,0,UB,RD_INTERLIG,50.0,40.0,54.354,50.0,40.0,50.0,42.0,30.5,50.0,40.0,23.6,38.25,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,b5e43500eac1ee85e27d294e971eae77fa9a3237837168b3f5085f85d8d986e3,10971552,,,390,33085305739347489L,12307074S1,14374950,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1754 BELA VISTA,CO9,8211-3/00,COM-Tipo02,ABCN,BT,10,B3,DS,01/09/1984,5.6,0,UB,RD_INTERLIG,100.0,100.0,108.707,40.0,50.0,100.0,84.0,61.0,100.0,50.0,59.0,38.25,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,e2c17f08a625ef97b88238c173ae2762159c34e5c4ab22a70f0edf52c410cc80,10971552,,,390,33085305739347489L,12307074S1,14374950,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1754 BELA VISTA,CO1,4691-5/00,COM-Tipo02,ABCN,BT,10,B3,DS,01/05/1986,4.4,0,UB,RD_INTERLIG,177.0,203.0,335.905,87.0,60.0,62.0,63.0,45.75,102.0,129.0,74.93,97.54,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,8bb67bc7be4cf6ce9e361e30fe8fa8a6eb5965376fe477abe4d4f0d6ba1e54ee,10971552,,,390,33085305739347489L,12307074S1,14374950,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1754 BELA VISTA,RE1, ,RES-Tipo02,ABN,BT,10,B1,DS,01/06/1985,3.6,0,UB,RD_INTERLIG,65.04,140.0,130.0,100.0,100.0,120.0,120.0,130.0,170.0,200.0,180.0,184.47,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,c25dd3be848f3687ef465a45f573e8e9c08bde181ce954bc0990ed568e552638,10971552,,,390,33085305739347489L,12307074S1,14374950,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1754 BELA VISTA,CO9,6499-9/99,COM-Tipo03,ABCN,BT,10,B3,DS,01/09/1983,17.3,0,UB,RD_INTERLIG,757.0,788.0,1059.894,448.0,639.0,193.0,191.52,101.26,215.0,468.0,187.03,824.31,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,6c7ca9078c9fb3d8be7c06252dbcf40842f1494a744b963197b61abdff07dfc0,10971552,,,390,33085305739347489L,12307074S1,14374950,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1754 BELA VISTA,CO9,6499-9/99,COM-Tipo03,ABCN,BT,10,B3,DS,01/09/1983,17.3,0,UB,RD_INTERLIG,1414.0,1128.0,1801.277,652.0,1133.0,461.0,412.44,236.68,505.0,540.0,171.1,817.62,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,fe2ae972e9c9b2397b2333bae3bce344bfab7648ef33c416b3889379e01e51e9,10971552,,,390,33085305739347489L,12307074S1,14374950,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1754 BELA VISTA,IN,2099-1/99,IND-Tipo01,ABCN,BT,10,B3,DS,01/02/1985,17.3,0,UB,RD_INTERLIG,81.0,34.0,103.0,33.0,60.0,271.0,80.0,48.0,6.0,3.0,100.0,15.37,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,c3525eed9e2e3aa482569e129902e2919803eb2565b3dcc19f0651e62fe64091,10971552,,,390,33085305739347489L,12307074S1,14374950,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1754 BELA VISTA,CO9,4691-5/00,COM-Tipo03,ABCN,BT,10,B3,DS,01/04/1984,17.3,0,UB,RD_INTERLIG,1388.0,1543.0,2033.91,822.0,802.0,682.0,725.76,639.28,892.0,910.0,368.16,811.88,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,f66fe8ab207d3eea4353771d912b63b1b4e436d742cc0fefacb556c7f3ad02d6,10971552,,,390,33085305739347489L,12307074S1,14374950,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1754 BELA VISTA,CO1,8610-1/01,COM-Tipo05,ABN,BT,10,B3,DS,01/02/1985,10.4,0,UB,RD_INTERLIG,2413.0,2512.0,3431.883,2170.0,2298.0,1240.0,986.16,813.74,1546.0,1862.0,855.5,2020.62,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,d65e5034478e5b31d857e78d76c4e1b12222797c21854655c637d7d16e482af1,10971552,,,390,33085305739347489L,12307074S1,14374950,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1754 BELA VISTA,CO1,6810-2/02,COM-Tipo03,ABCN,BT,10,B3,DS,01/03/1984,17.3,0,UB,RD_INTERLIG,6.0,100.0,0.0,100.0,100.0,100.0,84.0,61.0,100.0,100.0,59.0,19.12,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,1c1d736f8b8c2685fd9ea29c4266ea3a8eb0be9e1d8410788f44022ecf8de4ea,10971552,,,390,33085305739347489L,12307074S1,14374950,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1754 BELA VISTA,CO9,6399-2/00,COM-Tipo05,ABCN,BT,10,B3,DS,01/02/1985,51.6,0,UB,RD_INTERLIG,4360.0,2080.0,6826.806,3080.0,3640.0,1840.0,22915.2,1293.2,2200.0,3040.0,1439.6,3021.85,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,18cb0c08db61254c71c011d0712ccf141cbcbef08318b686ef48b36bb827fb00,10971552,,,390,33085305739347489L,12307074S1,14374950,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1754 BELA VISTA,CO1,6209-1/00,COM-Tipo05,ABCN,BT,10,B3,DS,01/10/1989,18.8,0,UB,RD_INTERLIG,3211.0,3280.0,4109.128,2847.0,3157.0,2388.0,2086.56,2216.13,4414.0,4868.0,2616.65,4463.93,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,f7b025fdb17bfabfb055e5ec783c900b777b73f7d0c4966de958dae45e76fa5b,10971552,,,390,33085305739347489L,12307074S1,14374950,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1754 BELA VISTA,CO9,4619-2/00,COM-Tipo02,ABCN,BT,10,B3,DS,01/01/1989,5.6,0,UB,RD_INTERLIG,530.0,460.0,641.372,380.0,390.0,190.0,84.0,213.5,260.0,340.0,177.0,420.76,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,590cf565083d0a58679a71a19a0508bc0a64b02050470fb3f5ccb0934913346c,10971520,,,390,33083328739348867L,12307012S1,14374917,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1776 BELA VISTA,CO1,7911-2/00,COM-Tipo03,ABCN,BT,10,B3,DS,01/01/1979,18.1,0,UB,RD_INTERLIG,1100.0,904.0,0.0,943.0,584.0,432.0,297.36,257.42,340.0,383.0,207.68,218.03,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,c6fffb8af5e95cb944fa4a81806737586248306d6205c94f032d62407e058eea,10971520,,,390,33083328739348867L,12307012S1,14374917,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1776 BELA VISTA,CO1,5250-8/03,COM-Tipo03,ABCN,BT,10,B3,DS,01/04/1974,41.0,0,UB,RD_INTERLIG,976.0,1005.0,0.0,904.0,1082.0,893.0,734.16,560.59,964.0,1065.0,512.71,837.7,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,4f87078bf186a1c9a46c3a07cdbcf36ae1037da98e7b7f27ec2e4393c113e83e,1310571,,,390,33084775739339765L,12307084S1,14375004,IBP0201,DIBP-EQ-TR1,DIBP,16584,3550308, ,AV PAULISTA 1776 BELA VISTA,CO1,7020-4/00,RES-Tipo01,ABN,BT,10,B3,AT,01/01/1974,5.2,0,UB,RD_INTERLIG,105.0,105.0,0.0,268.0,71.0,92.0,68.88,50.02,77.0,0.0,47.79,125.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,32a12e52430b08a1e4630ef0ff23dbbefbcd31b2159eef6bd736bee9c5c33b30,10971520,,,390,33083328739348867L,12307012S1,14374917,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1776 BELA VISTA,CO1,6619-3/02,COM-Tipo03,ABC,BT,10,B3,DS,01/08/1973,28.0,0,UB,RD_INTERLIG,100.0,300.0,7.609,125.0,2642.0,3188.0,2800.56,2278.96,3460.0,3916.0,2073.26,3517.21,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,e302481630e1314d5f4b9f7a7bf6b3e3285730346450ba1c4d4023ed4abeb40d,10971520,,,390,33083328739348867L,12307012S1,14374917,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1776 BELA VISTA,CO1,5611-2/03,COM-Tipo05,ABCN,BT,10,B3,DS,01/06/1977,68.0,0,UB,RD_INTERLIG,1837.0,1665.0,2437.213,1845.0,2047.0,1452.0,1096.2,1059.57,1669.0,1861.0,880.87,1673.49,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,d5a125271d3e3517f69313b6412a9c8bfed333f4a13e9e2d7eed1378f0be8819,10971520,,,390,33083328739348867L,12307012S1,14374917,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1776 BELA VISTA,CO1,4755-5/02,COM-Tipo04,ABCN,BT,10,B3,DS,01/03/1976,68.0,0,UB,RD_INTERLIG,5560.0,5480.0,7696.463,5320.0,6000.0,4760.0,3763.2,2854.8,4640.0,5440.0,2619.6,4972.67,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
